P1	P2	P3	P4	path	fa	ncbi.path	ucsc.path
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia sp. YI23	genomes/Bacteria/Burk_YI23/	Burk_YI23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/065/GCA_000236065.1_ASM23606v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia thailandensis 2002721643	genomes/Bacteria/Burk_thai_2002721643/	Burk_thai_2002721643	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/425/GCA_000959425.1_ASM95942v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia thailandensis 2002721723	genomes/Bacteria/Burk_thai_2002721723/	Burk_thai_2002721723	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/567/925/GCA_000567925.1_ASM56792v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia thailandensis 2003015869	genomes/Bacteria/Burk_thai_2003015869/	Burk_thai_2003015869	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/808/035/GCA_000808035.2_ASM80803v2	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia thailandensis 34	genomes/Bacteria/Burk_thai_34/	Burk_thai_34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/605/GCA_000959605.1_ASM95960v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia thailandensis E254	genomes/Bacteria/Burk_thai_E254/	Burk_thai_E254	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/765/375/GCA_000765375.1_ASM76537v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia thailandensis E264 ATCC 700388	genomes/Bacteria/Burk_thai_E264_ATCC_700388/	Burk_thai_E264_ATCC_700388	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/365/GCA_000012365.1_ASM1236v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia thailandensis E444	genomes/Bacteria/Burk_thai_E444/	Burk_thai_E444	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/567/945/GCA_000567945.1_ASM56794v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia thailandensis H0587	genomes/Bacteria/Burk_thai_H0587/	Burk_thai_H0587	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/567/905/GCA_000567905.1_ASM56790v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia thailandensis MSMB121	genomes/Bacteria/Burk_thai_MSMB121/	Burk_thai_MSMB121	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/525/GCA_000385525.1_ASM38552v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia thailandensis MSMB59	genomes/Bacteria/Burk_thai_MSMB59/	Burk_thai_MSMB59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/764/595/GCA_000764595.1_ASM76459v1	none
NA	NA	NA	Burkholderia thailandensis USAMRU Malaysia  20	genomes/Bacteria/Burk_thai_USAMRU_Malaysia_20/	Burk_thai_USAMRU_Malaysia_20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/706/745/GCA_000706745.1_ASM70674v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia ubonensis MSMB22	genomes/Bacteria/Burk_ubon_MSMB22/	Burk_ubon_MSMB22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/245/GCA_000959245.1_ASM95924v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia vietnamiensis G4	genomes/Bacteria/Burk_viet_G4/	Burk_viet_G4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/205/GCA_000016205.1_ASM1620v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia vietnamiensis LMG 10929	genomes/Bacteria/Burk_viet_LMG_10929/	Burk_viet_LMG_10929	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/445/GCA_000959445.1_ASM95944v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia xenovorans LB400_GCA_000013645.1	genomes/Bacteria/Burk_xeno_LB400/	Burk_xeno_LB400	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/645/GCA_000013645.1_ASM1364v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderia xenovorans LB400_GCA_000756045.1	genomes/Bacteria/Burk_xeno_LB400_1/	Burk_xeno_LB400_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/045/GCA_000756045.1_ASM75604v1	none
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales bacterium GJ-E10	genomes/Bacteria/Burk_bact_GJ_E10/	Burk_bact_GJ_E10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/975/GCA_000828975.1_ASM82897v1	none
Bacteria	Firmicutes	Clostridia	Butyrivibrio fibrisolvens 16/4	genomes/Bacteria/Buty_fibr_16_4/	Buty_fibr_16_4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/815/GCA_000209815.1_ASM20981v1	none
Bacteria	Firmicutes	Clostridia	Butyrivibrio proteoclasticus B316	genomes/Bacteria/Buty_prot_B316/	Buty_prot_B316	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/035/GCA_000145035.1_ASM14503v1	none
Bacteria	Firmicutes	Clostridia	Caldanaerobacter subterraneus subsp. tengcongensis MB4	genomes/Bacteria/Cald_subt_tengcongensis_MB4/	Cald_subt_tengcongensis_MB4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/085/GCA_000007085.1_ASM708v1	none
Bacteria	Firmicutes	Clostridia	Caldicellulosiruptor bescii DSM 6725	genomes/Bacteria/Cald_besc_DSM_6725/	Cald_besc_DSM_6725	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/325/GCA_000022325.1_ASM2232v1	none
Bacteria	Firmicutes	Clostridia	Caldicellulosiruptor hydrothermalis 108	genomes/Bacteria/Cald_hydr_108/	Cald_hydr_108	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/355/GCA_000166355.1_ASM16635v1	none
Bacteria	Firmicutes	Clostridia	Caldicellulosiruptor kristjanssonii I77R1B	genomes/Bacteria/Cald_kris_I77R1B/	Cald_kris_I77R1B	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/695/GCA_000166695.1_ASM16669v1	none
Bacteria	Firmicutes	Clostridia	Caldicellulosiruptor kronotskyensis 2002	genomes/Bacteria/Cald_kron_2002/	Cald_kron_2002	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/775/GCA_000166775.1_ASM16677v1	none
Bacteria	Firmicutes	Clostridia	Caldicellulosiruptor lactoaceticus 6A	genomes/Bacteria/Cald_lact_6A/	Cald_lact_6A	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/435/GCA_000193435.3_ASM19343v3	none
Bacteria	Firmicutes	Clostridia	Caldicellulosiruptor obsidiansis OB47	genomes/Bacteria/Cald_obsi_OB47/	Cald_obsi_OB47	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/215/GCA_000145215.1_ASM14521v1	none
Bacteria	Firmicutes	Clostridia	Caldicellulosiruptor owensensis OL	genomes/Bacteria/Cald_owen_OL/	Cald_owen_OL	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/335/GCA_000166335.1_ASM16633v1	none
Bacteria	Firmicutes	Clostridia	Caldicellulosiruptor saccharolyticus DSM 8903	genomes/Bacteria/Cald_sacc_DSM_8903/	Cald_sacc_DSM_8903	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/545/GCA_000016545.1_ASM1654v1	none
Bacteria	Chloroflexi	Caldilineae	Caldilinea aerophila DSM 14535 NBRC 104270	genomes/Bacteria/Cald_aero_DSM_14535_NBRC_104270/	Cald_aero_DSM_14535_NBRC_104270	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/281/175/GCA_000281175.1_ASM28117v1	none
Bacteria	Caldiserica	Caldisericia	Caldisericum exile AZM16c01	genomes/Bacteria/Cald_exil_AZM16c01/	Cald_exil_AZM16c01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/335/GCA_000284335.1_ASM28433v1	none
Bacteria	Deferribacteres	Deferribacterales	Calditerrivibrio nitroreducens DSM 19672	genomes/Bacteria/Cald_nitr_DSM_19672/	Cald_nitr_DSM_19672	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/405/GCA_000183405.1_ASM18340v1	none
Bacteria	Cyanobacteria	Nostocales	Calothrix sp. PCC 6303	genomes/Bacteria/Calo_PCC_6303/	Calo_PCC_6303	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/435/GCA_000317435.1_ASM31743v1	none
Bacteria	Cyanobacteria	Nostocales	Calothrix sp. PCC 7507	genomes/Bacteria/Calo_PCC_7507/	Calo_PCC_7507	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/316/575/GCA_000316575.1_ASM31657v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter coli 15-537360	genomes/Bacteria/Camp_coli_15_537360/	Camp_coli_15_537360	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/775/GCA_000494775.1_ASM49477v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter coli 76339	genomes/Bacteria/Camp_coli_76339/	Camp_coli_76339	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/055/GCA_000470055.1_3S	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter coli CVM N29710	genomes/Bacteria/Camp_coli_CVM_N29710/	Camp_coli_CVM_N29710	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/235/GCA_000465235.1_ASM46523v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter coli FB1	genomes/Bacteria/Camp_coli_FB1/	Camp_coli_FB1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/954/195/GCA_000954195.1_ASM95419v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter coli RM1875	genomes/Bacteria/Camp_coli_RM1875/	Camp_coli_RM1875	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/583/755/GCA_000583755.1_ASM58375v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter coli RM4661	genomes/Bacteria/Camp_coli_RM4661/	Camp_coli_RM4661	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/583/775/GCA_000583775.1_ASM58377v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter coli RM5611	genomes/Bacteria/Camp_coli_RM5611/	Camp_coli_RM5611	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/583/795/GCA_000583795.1_ASM58379v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter concisus 13826	genomes/Bacteria/Camp_conc_13826/	Camp_conc_13826	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/725/GCA_000017725.1_ASM1772v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter curvus 525.92	genomes/Bacteria/Camp_curv_525_92/	Camp_curv_525_92	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/465/GCA_000017465.1_ASM1746v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter fetus subsp. fetus 04/554	genomes/Bacteria/Camp_fetu_fetus_04_554/	Camp_fetu_fetus_04_554	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/485/GCA_000759485.1_ASM75948v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter fetus subsp. fetus 82-40	genomes/Bacteria/Camp_fetu_fetus_82_40/	Camp_fetu_fetus_82_40	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/085/GCA_000015085.1_ASM1508v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter fetus subsp. testudinum 03-427	genomes/Bacteria/Camp_fetu_testudinum_03_427/	Camp_fetu_testudinum_03_427	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/495/505/GCA_000495505.1_ASM49550v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter fetus subsp. testudinum pet-3	genomes/Bacteria/Camp_fetu_testudinum_pet_3/	Camp_fetu_testudinum_pet_3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/265/GCA_000814265.1_ASM81426v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter fetus subsp. venerealis 97/608	genomes/Bacteria/Camp_fetu_venerealis_97_608/	Camp_fetu_venerealis_97_608	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/759/515/GCA_000759515.1_ASM75951v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter fetus subsp. venerealis cfvi03/293	genomes/Bacteria/Camp_fetu_venerealis_cfvi03_293/	Camp_fetu_venerealis_cfvi03_293	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/745/GCA_000512745.1_ASM51274v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter fetus subsp. venerealis str. 84-112	genomes/Bacteria/Camp_fetu_venerealis_84_112/	Camp_fetu_venerealis_84_112	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/967/135/GCA_000967135.1_CFV	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter hominis ATCC BAA-381	genomes/Bacteria/Camp_homi_ATCC_BAA_381/	Camp_homi_ATCC_BAA_381	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/585/GCA_000017585.1_ASM1758v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter iguaniorum 1485E	genomes/Bacteria/Camp_igua_1485E/	Camp_igua_1485E	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/736/415/GCA_000736415.1_ASM73641v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter insulaenigrae NCTC 12927	genomes/Bacteria/Camp_insu_NCTC_12927/	Camp_insu_NCTC_12927	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/185/GCA_000816185.1_ASM81618v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni 32488	genomes/Bacteria/Camp_jeju_32488/	Camp_jeju_32488	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/385/GCA_000430385.1_ASM43038v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni 4031	genomes/Bacteria/Camp_jeju_4031/	Camp_jeju_4031	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/493/495/GCA_000493495.1_TS	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni RM1221	genomes/Bacteria/Camp_jeju_RM1221/	Camp_jeju_RM1221	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/865/GCA_000011865.1_ASM1186v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. doylei 269.97	genomes/Bacteria/Camp_jeju_doylei_269_97/	Camp_jeju_doylei_269_97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/485/GCA_000017485.1_ASM1748v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 00-0949	genomes/Bacteria/Camp_jeju_jejuni_00_0949/	Camp_jeju_jejuni_00_0949	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/365/GCA_000835365.1_ASM83536v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 00-1597	genomes/Bacteria/Camp_jeju_jejuni_00_1597/	Camp_jeju_jejuni_00_1597	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/285/GCA_000835285.1_ASM83528v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 00-2425	genomes/Bacteria/Camp_jeju_jejuni_00_2425/	Camp_jeju_jejuni_00_2425	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/468/915/GCA_000468915.2_ASM46891v2	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 00-2426	genomes/Bacteria/Camp_jeju_jejuni_00_2426/	Camp_jeju_jejuni_00_2426	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/105/GCA_000466105.2_ASM46610v2	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 00-2538	genomes/Bacteria/Camp_jeju_jejuni_00_2538/	Camp_jeju_jejuni_00_2538	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/065/GCA_000466065.2_ASM46606v2	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 00-2544	genomes/Bacteria/Camp_jeju_jejuni_00_2544/	Camp_jeju_jejuni_00_2544	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/075/GCA_000466075.2_ASM46607v2	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 00-6200	genomes/Bacteria/Camp_jeju_jejuni_00_6200/	Camp_jeju_jejuni_00_6200	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/305/GCA_000835305.1_ASM83530v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 01-1512	genomes/Bacteria/Camp_jeju_jejuni_01_1512/	Camp_jeju_jejuni_01_1512	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/345/GCA_000835345.1_ASM83534v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 35925B2	genomes/Bacteria/Camp_jeju_jejuni_35925B2/	Camp_jeju_jejuni_35925B2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/305/GCA_000934305.1_ASM93430v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 81116 NCTC 11828	genomes/Bacteria/Camp_jeju_jejuni_81116_NCTC_11828/	Camp_jeju_jejuni_81116_NCTC_11828	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/905/GCA_000017905.1_ASM1790v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 81-176_GCA_000015525.1	genomes/Bacteria/Camp_jeju_jejuni_81_176/	Camp_jeju_jejuni_81_176	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/525/GCA_000015525.1_ASM1552v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni 81-176_GCA_000168755.1	genomes/Bacteria/Camp_jeju_jejuni_81_176_1/	Camp_jeju_jejuni_81_176_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/755/GCA_000168755.1_ASM16875v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni CG8421	genomes/Bacteria/Camp_jeju_jejuni_CG8421/	Camp_jeju_jejuni_CG8421	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/171/795/GCA_000171795.2_ASM17179v2	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni F38011	genomes/Bacteria/Camp_jeju_jejuni_F38011/	Camp_jeju_jejuni_F38011	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/225/GCA_000772225.1_ASM77222v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni IA3902	genomes/Bacteria/Camp_jeju_jejuni_IA3902/	Camp_jeju_jejuni_IA3902	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/425/GCA_000025425.1_ASM2542v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni ICDCCJ07001	genomes/Bacteria/Camp_jeju_jejuni_ICDCCJ07001/	Camp_jeju_jejuni_ICDCCJ07001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/184/085/GCA_000184085.1_ASM18408v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni M1	genomes/Bacteria/Camp_jeju_jejuni_M1/	Camp_jeju_jejuni_M1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/705/GCA_000148705.1_ASM14870v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni MTVDSCj20	genomes/Bacteria/Camp_jeju_jejuni_MTVDSCj20/	Camp_jeju_jejuni_MTVDSCj20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/085/GCA_000737085.1_ASM73708v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni NCTC 11168 ATCC 700819	genomes/Bacteria/Camp_jeju_jejuni_NCTC_11168_ATCC_700819/	Camp_jeju_jejuni_NCTC_11168_ATCC_700819	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/085/GCA_000009085.1_ASM908v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148	genomes/Bacteria/Camp_jeju_jejuni_NCTC_11168_BN148/	Camp_jeju_jejuni_NCTC_11168_BN148	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/375/GCA_000304375.1_AINO	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-GSv NCTC 11168-rNRC	genomes/Bacteria/Camp_jeju_jejuni_NCTC_11168_GSv_NCTC_11168_rNRC/	Camp_jeju_jejuni_NCTC_11168_GSv_NCTC_11168_rNRC	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/865/GCA_000830865.1_ASM83086v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-K12E5	genomes/Bacteria/Camp_jeju_jejuni_NCTC_11168_K12E5/	Camp_jeju_jejuni_NCTC_11168_K12E5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/775/GCA_000830775.1_ASM83077v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-Kf1	genomes/Bacteria/Camp_jeju_jejuni_NCTC_11168_Kf1/	Camp_jeju_jejuni_NCTC_11168_Kf1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/805/GCA_000830805.1_ASM83080v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5	genomes/Bacteria/Camp_jeju_jejuni_NCTC_11168_mcK12E5/	Camp_jeju_jejuni_NCTC_11168_mcK12E5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/825/GCA_000830825.1_ASM83082v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5	genomes/Bacteria/Camp_jeju_jejuni_NCTC_11168_mfK12E5/	Camp_jeju_jejuni_NCTC_11168_mfK12E5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/845/GCA_000830845.1_ASM83084v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni PT14	genomes/Bacteria/Camp_jeju_jejuni_PT14/	Camp_jeju_jejuni_PT14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/302/555/GCA_000302555.3_ASM30255v3	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni R14	genomes/Bacteria/Camp_jeju_jejuni_R14/	Camp_jeju_jejuni_R14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/435/GCA_000632435.1_ASM63243v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni S3	genomes/Bacteria/Camp_jeju_jejuni_S3/	Camp_jeju_jejuni_S3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/184/205/GCA_000184205.1_ASM18420v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter jejuni subsp. jejuni YH001	genomes/Bacteria/Camp_jeju_jejuni_YH001/	Camp_jeju_jejuni_YH001	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/807/355/GCA_000807355.1_ASM80735v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter lari CCUG 22395	genomes/Bacteria/Camp_lari_CCUG_22395/	Camp_lari_CCUG_22395	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/385/GCA_000816385.1_ASM81638v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter lari NCTC 11845	genomes/Bacteria/Camp_lari_NCTC_11845/	Camp_lari_NCTC_11845	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/365/GCA_000816365.1_ASM81636v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter lari RM16701	genomes/Bacteria/Camp_lari_RM16701/	Camp_lari_RM16701	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/405/GCA_000816405.1_ASM81640v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter lari RM16712	genomes/Bacteria/Camp_lari_RM16712/	Camp_lari_RM16712	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/425/GCA_000816425.1_ASM81642v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter lari RM2100 ATCC BAA-1060D	genomes/Bacteria/Camp_lari_RM2100_ATCC_BAA_1060D/	Camp_lari_RM2100_ATCC_BAA_1060D	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/205/GCA_000019205.1_ASM1920v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter lari subsp. concheus LMG 11760	genomes/Bacteria/Camp_lari_concheus_LMG_11760/	Camp_lari_concheus_LMG_11760	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/225/GCA_000816225.1_ASM81622v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter peloridis LMG 23910	genomes/Bacteria/Camp_pelo_LMG_23910/	Camp_pelo_LMG_23910	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/785/GCA_000816785.1_ASM81678v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter sp. RM16704	genomes/Bacteria/Camp_RM16704/	Camp_RM16704	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/245/GCA_000816245.1_ASM81624v1	none
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacter subantarcticus LMG 24374	genomes/Bacteria/Camp_suba_LMG_24374/	Camp_suba_LMG_24374	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/265/GCA_000816265.1_ASM81626v1	none
